"","Банк","Дата","Кредити","Статус"
"2105","КОНКОРД",2016-10-01,231610.89062,"Діючий"
"2106","МІСТО БАНК",2016-10-01,1361152.44722,"Діючий"
"2107","ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК",2016-10-01,223424.00361,"Діючий"
"2108","ОКСІ БАНК",2016-10-01,336961.98323,"Діючий"
"2109","БАНК АВАНГАРД",2016-10-01,44529.91324,"Діючий"
"2110","БАНК БОГУСЛАВ",2016-10-01,435227.2652,"Діючий"
"2111","ПОЛІКОМБАНК",2016-10-01,343782.83678,"Діючий"
"2112","ФІНБАНК",2016-10-01,645446.86994,"Діючий"
"2113","МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК",2016-10-01,2149595.41271,"Діючий"
"2114","КРЕДИТВЕСТ БАНК",2016-10-01,748193.50811,"Діючий"
"2115","РАДАБАНК",2016-10-01,433508.16559,"Діючий"
"2116","ЄВРОПРОМБАНК",2016-10-01,891555.35475,"Діючий"
"2117","БАНК ЮНІСОН",2016-10-01,340399.14968,"Діючий"
"2118","ТРАСТ-КАПІТАЛ",2016-10-01,192326.79497,"Діючий"
"2119","КРИСТАЛБАНК",2016-10-01,104455.03029,"Діючий"
"2120","ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК",2016-10-01,728427.34064,"Діючий"
"2121","ІДЕЯ БАНК",2016-10-01,2284288.36455,"Діючий"
"2122","ДІВІ БАНК",2016-10-01,190613.27871,"Діючий"
"2123","АСВІО БАНК",2016-10-01,804982.9591,"Діючий"
"2124","ДОЙЧЕ БАНК ДБУ",2016-10-01,539434.95439,"Діючий"
"2125","БАНК ФОРВАРД",2016-10-01,1073620.29095,"Діючий"
"2126","ТАСКОМБАНК",2016-10-01,4424704.01657,"Діючий"
"2127","БМ БАНК",2016-10-01,2088564.70245,"Діючий"
"2128","ГЛОБУС",2016-10-01,925874.86197,"Діючий"
"2129","МАРФІН БАНК ",2016-10-01,1385525.55012,"Діючий"
"2130","А - БАНК",2016-10-01,2163548.41453,"Діючий"
"2131","СЕБ КОРПОРАТИВНИЙ БАНК",2016-10-01,1052267.64665,"Діючий"
"2132","ЕКСПРЕС-БАНК",2016-10-01,564099.06284,"Діючий"
"2133","КЛІРИНГОВИЙ ДІМ",2016-10-01,1077849.01684,"Діючий"
"2134","КРЕДИТ ЄВРОПА БАНК ",2016-10-01,1179749.54749,"Діючий"
"2135","БАНК ГРАНТ",2016-10-01,770802.29807,"Діючий"
"2136","БАНК 3/4",2016-10-01,373988.17996,"Діючий"
"2137","БАНК КРЕДИТ ДНІПРО",2016-10-01,4313739.82682,"Діючий"
"2138","БАНК ВОСТОК",2016-10-01,4251800.09667,"Діючий"
"2139","ПІРЕУС БАНК МКБ",2016-10-01,893540.25324,"Діючий"
"2140","ПОЛТАВА - БАНК",2016-10-01,605500.71146,"Діючий"
"2141","БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ",2016-10-01,4097302.80189,"Діючий"
"2142","ФОРТУНА-БАНК",2016-10-01,2284689.37673,"Діючий"
"2143","АРКАДА",2016-10-01,836781.505,"Діючий"
"2144","IНДУСТРІАЛБАНК",2016-10-01,1987360.87308,"Діючий"
"2145","МЕГАБАНК",2016-10-01,7819856.53223,"Діючий"
"2146","УНІВЕРСАЛ БАНК",2016-10-01,3609986.79363,"Діючий"
"2147","ВІЕС БАНК",2016-10-01,1615320.35387,"Діючий"
"2148","КРЕДOБАНК",2016-10-01,5095313.27476,"Діючий"
"2149","ПРОКРЕДИТ БАНК",2016-10-01,7201164.18,"Діючий"
"2150","ПРАВЕКС-БАНК",2016-10-01,1375164.91665,"Діючий"
"2151","БТА БАНК  ",2016-10-01,452865.60284,"Діючий"
"2152","СІТІБАНК ",2016-10-01,5299810.71735,"Діючий"
"2153","ПІВДЕННИЙ",2016-10-01,13034741.04376,"Діючий"
"2154","КРЕДІ АГРІКОЛЬ БАНК",2016-10-01,15697546.34059,"Діючий"
"2155","ОТП БАНК",2016-10-01,13916603.82034,"Діючий"
"2156","РОДОВІД БАНК",2016-10-01,5363.452,"Діючий"
"2157","СБЕРБАНК РОСІЇ",2016-10-01,40162128.39905,"Діючий"
"2158","ІНГ БАНК УКРАЇНА",2016-10-01,12983620.15948,"Діючий"
"2159","ПУМБ",2016-10-01,25279228.04425,"Діючий"
"2160","УКРСИББАНК",2016-10-01,18442929.95418,"Діючий"
"2161","ВТБ БАНК",2016-10-01,12709707.39992,"Діючий"
"2162","УКРГАЗБАНК ",2016-10-01,17244222.71928,"Діючий"
"2163","ПРОМІНВЕСТБАНК",2016-10-01,26581703.82299,"Діючий"
"2164","УКРЕКСІМБАНК",2016-10-01,55471586.03805,"Діючий"
"2165","АЛЬФА-БАНК",2016-10-01,29099452.66049,"Діючий"
"2166","РАЙФФАЙЗЕН БАНК АВАЛЬ",2016-10-01,25716307.54331,"Діючий"
"2167","ОЩАДБАНК",2016-10-01,65217850.20149,"Діючий"
"2168","УКРСОЦБАНК",2016-10-01,33840609.01394,"Діючий"
"2169","ПРИВАТБАНК",2016-10-01,180438270.46895,"Діючий"
"2170","ДЕЛЬТА БАНК",2016-10-01,NA,"Ліквідований"
"2171","НАДРА",2016-10-01,NA,"Ліквідований"
"2172","IМЕКСБАНК",2016-10-01,NA,"Ліквідований"
"2173","ЗЛАТОБАНК",2016-10-01,NA,"Ліквідований"
"2174","УКРБІЗНЕСБАНК ",2016-10-01,NA,"Ліквідований"
"2175","ОМЕГА БАНК",2016-10-01,NA,"Ліквідований"
"2176","КРЕДИТПРОМБАНК",2016-10-01,NA,"Ліквідований"
"2177","ПРОФІН БАНК",2016-10-01,NA,"Ліквідований"
"2178","СТАНДАРТ",2016-10-01,NA,"Ліквідований"
"2179","АСТРА БАНК",2016-10-01,NA,"Ліквідований"
"2180","ЕНЕРГОБАНК",2016-10-01,NA,"Ліквідований"
"2181","УКРГАЗПРОМБАНК",2016-10-01,NA,"Ліквідований"
"2182","КИЇВ",2016-10-01,NA,"Ліквідований"
"2183","БАНК КОНТРАКТ",2016-10-01,NA,"Ліквідований"
"2184","БАНК СОФІЙСЬКИЙ",2016-10-01,NA,"Ліквідований"
"2185","ДЕРЖЗЕМБАНК",2016-10-01,NA,"Ліквідований"
"2186","БАНК НАРОДНИЙ КАПІТАЛ",2016-10-01,NA,"Ліквідований"
"2187","ЄВРОБАНК",2016-10-01,NA,"Ліквідований"
"2188","ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК",2016-10-01,NA,"Ліквідований"
"2189","БАНК ВЕЛЕС",2016-10-01,NA,"Ліквідований"
"2190","СТОЛИЧНИЙ",2016-10-01,NA,"Ліквідований"
"2191","РАДИКАЛ БАНК",2016-10-01,NA,"Ліквідований"
"2192","ТК КРЕДИТ",2016-10-01,NA,"Ліквідований"
"2193","БАНК НАЦІОНАЛЬНИЙ КРЕДИТ",2016-10-01,NA,"Ліквідований"
"2194","КСГ БАНК ",2016-10-01,NA,"Ліквідований"
"2195","ФІНАНС БАНК",2016-10-01,NA,"Ліквідований"
"2196","УКООПСПІЛКА",2016-10-01,NA,"Ліквідований"
"2197","КАПІТАЛ",2016-10-01,NA,"Ліквідований"
"2198","КЛАСИКБАНК",2016-10-01,NA,"Ліквідований"
"2199","IНТЕГРАЛ - БАНК",2016-10-01,NA,"Ліквідований"
"2200","БАНК ПЕТРОКОММЕРЦ-УКРАЇНА",2016-10-01,NA,"Ліквідований"
"2201","ЮНІОН СТАНДАРД БАНК",2016-10-01,NA,"Ліквідований"
"2202","ПРЕМIУМ",2016-10-01,NA,"Ліквідований"
"2203","СМАРТБАНК ",2016-10-01,NA,"Ліквідований"
"2204","АВАНТ-БАНК",2016-10-01,NA,"Ліквідований"
"2205","БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ",2016-10-01,NA,"Ліквідований"
"2206","ПЛАТИНУМ БАНК",2016-10-01,6014327.27395,"Діючий"
"2207","БАНК КИЇВСЬКА РУСЬ ",2016-10-01,NA,"Ліквідований"
"2208","СОЮЗ",2016-10-01,NA,"Ліквідований"
"2209","БАНК МИХАЙЛІВСЬКИЙ",2016-10-01,NA,"Ліквідований"
"2210","УНIКОМБАНК",2016-10-01,NA,"Ліквідований"
"2211","УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК",2016-10-01,NA,"Ліквідований"
"2212","ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ",2016-10-01,NA,"Ліквідований"
"2213","ХРЕЩАТИК",2016-10-01,NA,"Ліквідований"
"2214","УКРІНБАНК",2016-10-01,NA,"Ліквідований"
"2215","ФІДОБАНК",2016-10-01,NA,"Ліквідований"
"2216","БАНК ФІНАНСИ ТА КРЕДИТ",2016-10-01,NA,"Ліквідований"
"2217","СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК",2016-10-01,NA,"Ліквідований"
"2218","ПРАЙМ-БАНК",2016-10-01,NA,"Ліквідований"
"2219","IНТЕРБАНК",2016-10-01,NA,"Ліквідований"
"2220","ЛЕГБАНК",2016-10-01,NA,"Ліквідований"
"2221","ГРІН БАНК",2016-10-01,NA,"Ліквідований"
"2222","УКРКОМУНБАНК",2016-10-01,NA,"Ліквідований"
"2223","СТАРОКИЇВСЬКИЙ БАНК",2016-10-01,NA,"Ліквідований"
"2224","ЧОРНОМОРСЬКИЙ БАНК РОЗВИТКУ ТА РЕКОНСТР.",2016-10-01,NA,"Ліквідований"
"2225","МЕЛІОР БАНК",2016-10-01,NA,"Ліквідований"
"2226","БАНК РИНКОВІ ТЕХНОЛОГІЇ",2016-10-01,NA,"Ліквідований"
"2227","ІНТЕРКРЕДИТБАНК",2016-10-01,NA,"Ліквідований"
"2228","БАНК МОРСЬКИЙ",2016-10-01,NA,"Ліквідований"
"2229","ЗАХІДІНКОМБАНК",2016-10-01,NA,"Ліквідований"
"2230","ДАНІЕЛЬ",2016-10-01,NA,"Ліквідований"
"2231","ПОРТО-ФРАНКО",2016-10-01,NA,"Ліквідований"
"2232","ПРОМЕКОНОМБАНК",2016-10-01,NA,"Ліквідований"
"2233","ФІНРОСТБАНК",2016-10-01,NA,"Ліквідований"
"2234","БАНК РЕНЕСАНС КАПІТАЛ",2016-10-01,NA,"Ліквідований"
"2235","АКСІОМА",2016-10-01,NA,"Ліквідований"
"2236","УКРАЇНСЬКИЙ ФІНАНСОВИЙ СВІТ",2016-10-01,NA,"Ліквідований"
"2237","АВТОКРАЗБАНК",2016-10-01,NA,"Ліквідований"
"2238","БАНК МЕРКУРІЙ",2016-10-01,NA,"Ліквідований"
"2239","ЕКСПОБАНК",2016-10-01,NA,"Ліквідований"
"2240","БАНК ПЕРШИЙ",2016-10-01,NA,"Ліквідований"
"2241","БАНК ДЕМАРК",2016-10-01,NA,"Ліквідований"
"2242","БАНК ЗОЛОТІ ВОРОТА",2016-10-01,NA,"Ліквідований"
"2243","БАНК КАМБІО",2016-10-01,NA,"Ліквідований"
"2244","БАНК КІПРУ",2016-10-01,NA,"Ліквідований"
"2245","ЄВРОГАЗБАНК ",2016-10-01,NA,"Ліквідований"
"2246","МІСЬКИЙ КОМЕРЦІЙНИЙ БАНК ",2016-10-01,NA,"Ліквідований"
"2247","ТЕРРА БАНК",2016-10-01,NA,"Ліквідований"
"2248","АКТИВ - БАНК",2016-10-01,NA,"Ліквідований"
"2249","АКТАБАНК ",2016-10-01,NA,"Ліквідований"
"2250","ПІВДЕНКОМБАНК ",2016-10-01,NA,"Ліквідований"
"2251","РЕАЛ БАНК",2016-10-01,NA,"Ліквідований"
"2252","БАНК ФОРУМ",2016-10-01,NA,"Ліквідований"
"2253","ВIEЙБI БАНК",2016-10-01,NA,"Ліквідований"
"2254","БРОКБІЗНЕСБАНК",2016-10-01,NA,"Ліквідований"
"2255","БГ БАНК",2016-10-01,NA,"Ліквідований"
"2256","РВС БАНК",2016-10-01,247144.96174,"Діючий"
